field0,response_id,language,version,summary.word_count,summary.words_per_sentence,summary.sentence_count,summary.six_plus_words,summary.emojis,summary.emoticons,summary.hashtags,summary.urls,summary.capitals,personality.extraversion,personality.active,personality.assertive,personality.cheerful,personality.energetic,personality.friendly,personality.sociable,personality.openness,personality.adventurous,personality.artistic,personality.emotionally_aware,personality.imaginative,personality.intellectual,personality.liberal,personality.conscientiousness,personality.ambitious,personality.cautious,personality.disciplined,personality.dutiful,personality.organized,personality.self_assured,personality.neuroticism,personality.aggressive,personality.anxiety_prone,personality.impulsive,personality.melancholy,personality.self_conscious,personality.stress_prone,personality.agreeableness,personality.cooperative,personality.empathetic,personality.genuine,personality.generous,personality.humble,personality.trusting,social_dynamics.social,social_dynamics.affiliation,social_dynamics.inward_focus,social_dynamics.outward_focus,social_dynamics.authentic,social_dynamics.negations,social_dynamics.clout,drives.affiliation,drives.achievement,drives.risk_seeking,drives.risk_aversion,drives.power,drives.reward,cognition.analytical_thinking,cognition.cognitive_processes,cognition.causation,cognition.certainty,cognition.comparisons,cognition.differentiation,cognition.discrepancies,cognition.insight,cognition.tentative,additional_indicators.focus_past,additional_indicators.focus_present,additional_indicators.focus_future,additional_indicators.self_focus,additional_indicators.external_focus,sallee.sentiment,sallee.goodfeel,sallee.badfeel,sallee.emotionality,sallee.non_emotion,sallee.ambifeel,sallee.admiration,sallee.amusement,sallee.excitement,sallee.gratitude,sallee.joy,sallee.love,sallee.anger,sallee.boredom,sallee.disgust,sallee.fear,sallee.sadness,sallee.calmness,sallee.curiosity,sallee.surprise
A3M6TSEV71537G,d5637294-43d4-424e-b490-ec07f653ba55,en,v1.0.0,490,21.30434783,23,0.265306122,0,0,0,0,0.012058955,47.44633497,54.79863974,33.32170284,61.46748027,42.36493663,56.38746448,49.6103398,54.79553945,53.06368375,59.32457234,42.11837468,32.934706,59.25877489,70.90927791,50.25300222,43.50390078,43.31064955,61.3430012,41.88571441,49.75208265,70.1223495,34.84068965,18.29331627,38.191721,55.55214646,40.39784887,38.26139463,28.601308,55.54952134,49.48800996,64.12201231,29.05647858,58.7166132,64.59319357,58.53914977,1.681394985,0.129990347,5.042505718,21.30265663,21.17072608,53.77272283,54.25763839,0.129990347,39.8583632,11.50376562,42.97359927,2.170674976,17.8887141,0.629351042,0.126530612,0.034693878,0.014285714,0.016326531,0.03877551,0.014285714,0.030612245,0.030612245,0.012244898,0.114285714,0.010204082,0.012244898,0.020408163,0.189211968,0.204382638,0.01517067,0.222924568,0.777075432,0.01011378,0.141382217,0,0,0.02528445,0.009481669,0.023177413,0.00337126,0.00674252,0,0,0,0.01854193,0.00674252,0
A3S3R88HA0HZG3,2e1343d2-dd1b-453d-8a29-5f331e44d6d9,en,v1.0.0,1681,16.48039216,102,0.218917311,0,0,0,0,0.021971831,48.65080516,52.71104642,31.59415385,70.10339087,45.10952227,56.16150585,46.96874324,51.27884123,60.74042886,58.21786584,42.7106768,36.86123845,49.9347114,58.65859182,54.29103411,49.45556034,45.09100895,63.85579853,52.8814305,48.17202058,67.30301592,39.09682307,21.16915873,37.51104691,55.69788928,49.68761297,45.87382766,26.48115252,54.43788824,52.73665509,68.62091246,42.58863862,53.0953836,52.52934143,55.95286592,1.379605329,0.520851866,24.6599096,15.97285442,29.71756719,40.4494824,26.38225292,0.520851866,44.91822622,48.43581892,24.87792767,14.81100254,73.08731837,0.622188795,0.117787032,0.0297442,0.012492564,0.027959548,0.038072576,0.01189768,0.015466984,0.030339084,0.028554432,0.10113028,0.007733492,0.046995836,0.017251636,0.114796832,0.156439605,0.041642774,0.223736631,0.776263369,0.029660773,0.081262254,0.007011411,0.00086641,0.020736248,0.025744399,0.023403089,0.004006521,0,0.004006521,0.007336941,0.01727812,0.013709813,0,0.008138245
A3SLC8F6VIWXIR,e5ade4da-f466-47cf-8f8e-8113135569b7,en,v1.0.0,165,11,15,0.224242424,0,0,0,0,0.029411765,52.75528323,45.13296117,47.03140739,82.13391738,39.91845711,56.35104489,45.20785673,51.4956558,63.50766589,77.53466399,46.98067281,32.25069918,45.06379184,46.3830224,48.89719937,52.22328177,64.3935927,45.54673097,47.18454411,33.2731364,47.48656657,49.39005457,23.91495405,57.27905035,66.09853343,62.05193802,54.59253644,39.9786747,55.22233029,51.39492435,72.36159784,15.69128159,64.82208677,52.23815456,51.47235172,0.923447829,3.38632887,10.09431007,28.12215509,9.029681624,85.2534214,19.18469865,3.38632887,66.88208775,88.45485393,38.67830837,9.686330865,99.77188104,0.39020646,0.151515152,0.018181818,0.024242424,0.012121212,0.072727273,0.024242424,0.018181818,0.054545455,0.018181818,0.096969697,0,0.024242424,0.024242424,0.154757542,0.213387077,0.058629535,0.272016612,0.727983388,0,0.112373275,0,0,0.063515329,0.061927446,0.068401124,0,0,0.004885795,0.019543178,0,0,0,0
A2V5R832QCSOMX,f0ac5323-ad41-4d18-be37-2bdb21189bca,en,v1.0.0,761,20.02631579,38,0.194480946,0,0,0,0,0.030827304,43.85923051,47.5978748,30.07756996,61.45002094,37.01666412,54.00542615,45.03885736,51.57269315,58.46927291,63.45299244,47.18142511,32.34217683,44.07254997,72.7325897,49.54217686,30.23212828,46.20200422,63.48785695,49.02710874,62.22445396,69.37096675,37.75941167,26.39862869,38.42651741,60.27453301,35.85934737,50.09376744,33.55477963,54.98981088,53.58092096,60.7201522,52.59246271,52.3774052,60.86479974,53.64591362,1.404064301,4.062857013,34.45910841,24.20756435,60.29356429,26.66331613,20.29316995,4.062857013,6.95357012,14.86799636,62.92311512,8.744970722,1.791156721,0.601714343,0.134034166,0.040735874,0.014454665,0.034165572,0.044678055,0.015768725,0.013140604,0.027595269,0.031537451,0.097240473,0.005256242,0.05781866,0.022339028,0.148957347,0.196159012,0.047201665,0.246571311,0.753428689,0.003210634,0.107053227,0,0.002921677,0.006421267,0.009337593,0.040561005,0.013912746,0.004280845,0.021516596,0.00856169,0,0.034145089,0,0
A2ZJPDH0YP90SD,7ad53de0-b2f2-4e38-8641-b4d6d752a05c,en,v1.0.0,600,13.04347826,46,0.246666667,0,0.003333333,0,0,0.031393568,54.20678687,58.62791379,44.90460523,87.9981563,35.43108226,67.11539327,35.15958052,57.88301315,60.8852219,66.95221139,46.10281627,53.07333001,57.97011312,58.82535527,55.98330684,46.71094828,34.92401616,46.46625519,60.11597617,75.79321438,72.05936789,38.90500436,36.20225445,30.61890944,67.79135817,39.85012268,42.74324684,17.68626663,59.67408852,56.78586867,72.0618313,24.58770062,63.42099949,62.23858272,67.6417581,1.485608121,22.29108661,27.09822099,9.658197468,25.63004154,13.30257145,39.20073649,22.29108661,7.27647395,39.2493586,49.65654225,28.46845271,38.8335593,0.851829004,0.103333333,0.016666667,0.033333333,0.033333333,0.023333333,0.01,0.016666667,0.026666667,0.026666667,0.086666667,0.003333333,0.05,0.013333333,0.275087275,0.30320283,0.028115555,0.336004311,0.663995689,0.033738666,0.175253626,0,0.002143811,0.021086666,0.054883906,0.044516295,0,0,0.014057777,0.014057777,0.002342963,0.02401537,0,0.002342963
A1XCSAX4BRT89Y,de96573a-415d-4173-a111-996cca20d717,en,v1.0.0,681,20.02941176,34,0.258443465,0,0,0,0,0.023316913,38.87816886,40.68411,43.54657612,34.26450951,46.08776357,31.4345591,26.85060638,49.92701903,64.95803568,60.86340793,40.98219312,20.6280827,50.15963673,56.63715694,33.01914633,27.85135147,59.72546398,45.74141562,17.98153494,22.86658829,44.59586198,47.3130025,34.24686639,55.13300848,51.73096163,52.52509845,63.87182452,32.23657001,32.07007003,33.07760212,42.0412798,31.99320934,25.45937016,38.66836017,31.83715645,2.547240262,0.129990347,22.41248648,18.41430108,26.12647783,95.85279435,20.59924861,0.129990347,17.52142322,43.31291898,81.93329471,90.35173382,10.87432853,0.494417873,0.110132159,0.01174743,0.01174743,0.035242291,0.051395007,0.002936858,0.008810573,0.033773862,0.002936858,0.114537445,0.005873715,0.044052863,0.019089574,-0.014456857,0.085856543,0.1003134,0.196962038,0.803037962,0.022746803,0.031276854,0,0.011032199,0.005636152,0.012637113,0.02021938,0.004372441,0.014482131,0.017009554,0.021483092,0.005054845,0.005054845,0,0
AGEKVD8JPZQMT,c4224c45-05a8-4190-9567-4e49fd01d670,en,v1.0.0,421,12.75757576,33,0.147268409,0,0,0,0,0.024213075,46.81680861,47.28210193,46.07711573,61.63298952,33.28929371,55.51417471,39.13230621,50.9951687,59.19500953,65.83151112,64.54634348,36.31514541,43.37507614,45.74046401,55.52308969,54.97251382,27.8815413,66.70934285,51.88770869,34.65949491,81.73086038,36.91675598,22.8358346,33.4659735,71.81230233,39.01736138,45.65488308,22.45116666,58.83461755,54.89029892,66.62798144,51.7369207,57.8073951,54.31529604,67.04201459,6.587953881,1.726957464,17.84592719,47.43855003,11.40266495,32.18260175,56.4183694,1.726957464,51.65869205,52.23040636,2.246958537,28.46845271,99.98310193,0.575390488,0.085510689,0.016627078,0.009501188,0.033254157,0.021377672,0.004750594,0.002375297,0.03087886,0.011876485,0.133016627,0,0.038004751,0.033254157,0.257172591,0.285880896,0.028708306,0.31817774,0.68182226,0.003588538,0.228464285,0,0,0.052446486,0.010765615,0.012559884,0,0,0.028708306,0,0,0.050239535,0,0
AKMEY1BSHSDG7,a912ccb6-95ab-4240-b0a0-d96e07906cae,en,v1.0.0,489,15.28125,32,0.163599182,0,0,0,0,0.022715539,48.6512724,57.55320186,44.69883863,56.50040215,42.5146292,50.52798206,44.85619038,47.63512754,59.42045773,63.03369335,60.22406644,39.01994722,37.33681953,40.88700095,61.13871167,77.22810285,57.43032056,67.91536817,44.99387511,55.70448724,56.34840917,43.18537014,32.73430814,61.66467439,70.66580276,28.30645717,60.64667184,47.70513841,60.64978484,52.35246546,79.27223574,53.29460742,61.8792105,49.66473067,60.18845426,2.154958057,1.201301864,61.91202492,21.30265663,68.4074885,33.81059535,15.09869021,1.201301864,83.19796224,51.60556153,2.87180336,9.970624358,98.70746742,0.537659947,0.141104294,0.024539877,0.036809816,0.028629857,0.038854806,0.008179959,0.014314928,0.026584867,0.024539877,0.130879346,0.014314928,0.079754601,0.020449898,0.157383415,0.207638971,0.050255557,0.280478624,0.719521376,0.025753794,0.046198344,0,0.036134554,0.094647173,0,0.040350252,0.006339395,0,0.003169698,0.040746464,0,0.017647292,0.003169698,0.006339395
A33PVCHCQ2BTN0,e77c15c9-359b-4473-b874-a6e404d93d93,en,v1.0.0,1189,15.85333333,75,0.205214466,0,0,0,0,0.028874117,41.59525589,44.49116112,30.93106876,52.79775638,44.23646745,45.37205875,34.97440388,53.1677404,66.5114208,53.62220771,33.67063182,34.05660199,56.1902661,67.98109842,47.01024528,44.52255314,35.85621484,61.14051538,36.52813412,53.75448606,59.14351943,43.5075543,35.75790894,33.83447935,64.42713768,49.7224264,47.93112179,26.83125655,46.28075607,50.01723965,61.02517483,35.75970996,38.05759135,53.03203645,51.98666042,0.112316953,0.215392978,29.64484264,6.778118017,24.14904947,64.75713158,15.00771504,0.215392978,10.68679599,16.87908632,38.88934867,13.97797297,27.25473444,0.676121376,0.12195122,0.024390244,0.022708158,0.037005887,0.034482759,0.013456686,0.023549201,0.022708158,0.023549201,0.108494533,0.007569386,0.052985702,0.010933558,0.063597153,0.101151068,0.037553915,0.157997685,0.842002315,0.020820838,0.041611113,0,0.009168809,0.009932877,0.022643138,0.006112539,0.006112539,0.000993288,0.016924094,0.004584405,0.006303556,0.031135748,0,0.001528135
ALNFHVS3SC4FV,19e11823-6b08-44ce-8bb5-b2749e0697d9,en,v1.0.0,667,15.51162791,43,0.193403298,0,0,0,0,0.029056604,51.00266637,48.42397885,42.56992678,75.90417243,32.45608165,59.94428373,58.57090214,50.11602707,64.29989355,54.39239488,47.20043436,28.59068457,48.56719697,58.16848373,46.58771028,23.26762032,49.48379133,55.32058692,53.47485374,61.75667634,61.68107284,43.52723071,39.53016204,37.74203457,54.58818021,48.72017883,46.17139878,29.1106678,57.43380372,47.06682885,64.47877618,45.33831782,61.77951133,61.83642808,53.85861162,14.05833449,12.963913,25.354122,30.42290822,38.54765008,68.83967611,32.20760568,12.963913,18.08626473,52.747662,96.45783332,34.61286123,5.936523862,0.668658706,0.110944528,0.013493253,0.017991004,0.034482759,0.046476762,0.002998501,0.017991004,0.022488756,0.031484258,0.113943028,0,0.047976012,0.025487256,0.063131075,0.130823189,0.067692114,0.231228964,0.768771036,0.032713661,0.037746532,0.005032871,0,0.025164355,0.03900475,0.043251235,0.016356831,0.002516435,0.002264792,0.001258218,0.013840395,0.02340285,0,0.025164355
ATECU14VUIOJ0,8352c610-80df-4715-a0c0-324cb365a1ab,en,v1.0.0,545,16.51515152,33,0.187155963,0,0,0,0,0.020680147,57.58643598,60.49375104,37.84031315,85.08597973,52.60542381,63.60254772,57.92734555,51.70031958,65.56056784,55.83568951,47.14647493,30.36339055,44.77464802,76.7121882,46.50841827,35.57036064,30.66557352,44.17475425,43.94549108,45.27458817,78.68173578,32.17071703,30.85337505,31.49228011,60.36090861,29.38569408,26.26908855,22.19341461,54.10788446,46.14881873,59.1610848,57.40096925,48.45004536,58.6114033,64.12089579,12.27907721,0.301211936,25.23841504,42.48117189,25.7872456,28.72405848,66.80893134,0.301211936,1.411657542,2.619382604,51.85798229,36.68943943,0.68760975,0.6094445,0.08440367,0.014678899,0.011009174,0.016513761,0.018348624,0.003669725,0.025688073,0.014678899,0.012844037,0.113761468,0.00733945,0.047706422,0.031192661,0.160317631,0.18637806,0.02606043,0.236582711,0.763417289,0.024144221,0.060628823,0,0.018395597,0.009197799,0.086612604,0.010470161,0.012263732,0.006131866,0.010730765,0,0.003065933,0.016556038,0,0
A2PD27UKAD3Q00,81e8c89e-308e-4e8c-a372-1b1370f1b40b,en,v1.0.0,485,16.72413793,29,0.216494845,0,0,0,0,0.024473813,51.98386291,44.15837799,37.63102116,88.47974548,33.34186149,70.31034272,48.42183869,61.15694883,65.36531061,71.61243149,64.75022205,65.11301077,50.445162,66.24169674,50.09036205,36.57132896,48.06115144,41.00524531,61.52002795,26.53048761,77.13134813,34.14581811,22.58204791,30.93823173,48.70479758,44.10360544,40.72437465,12.66287855,64.49846706,51.84746139,80.35018231,49.81286205,68.27094815,63.39999981,61.85936405,6.571531485,18.68291607,30.3643291,24.9358603,14.82634537,25.84788985,43.84405023,18.68291607,52.64058695,50.31035339,52.4083423,2.266100679,47.17084243,0.767453474,0.074226804,0.018556701,0.004123711,0.028865979,0.032989691,0.006185567,0.006185567,0.026804124,0.020618557,0.07628866,0.008247423,0.053608247,0.022680412,0.351117668,0.393537206,0.042419537,0.444628781,0.555371219,0.016403424,0.153935114,0,0.000940652,0.032542692,0.087622373,0.061644917,0,0,0.011249166,0.002577129,0.018284728,0.110069164,0.005154257,0
A3OC93X866Z8TB,dbbc2de2-5314-44bd-ae3b-ae6904d0210d,en,v1.0.0,940,14.46153846,65,0.193617021,0,0,0,0,0.022430882,45.18063773,65.73222674,36.34734746,46.6747424,51.51283605,36.05297574,38.97684783,49.52015334,58.08157504,55.1127207,40.87860184,35.05491281,43.33179081,73.20735809,43.06118541,41.04479586,45.97017656,49.60068399,38.78050184,34.53425115,51.36398019,48.20901595,36.67867656,43.77882052,56.24877751,57.05594544,51.84281242,40.79202599,45.94000267,37.16499884,62.10816022,63.04118698,36.80927362,51.3329222,39.72938627,2.555415911,0.348152053,34.02886194,26.55797401,41.94934975,88.22008888,22.74189334,0.348152053,43.03422402,9.641645287,44.83571961,46.80516505,14.22652874,0.418577274,0.126595745,0.029787234,0.007446809,0.027659574,0.039361702,0.023404255,0.021276596,0.026595745,0.027659574,0.129787234,0.012765957,0.057446809,0.023404255,0.022862102,0.105971972,0.08310987,0.209009845,0.790990155,0.020226463,0.062373728,0.005014142,0.000670389,0.015115895,0.018789259,0.022389156,0.025093671,0,0.010928259,0.006680932,0.020203504,0.007805899,0,0
A1M1Y5UGONAW06,615983e1-dd54-41df-9c8f-d829d6b98673,en,v1.0.0,535,15.73529412,34,0.248598131,0,0,0,0,0.017826087,53.59117759,74.54739223,41.46231152,65.14884382,60.84797361,47.21307511,31.57488456,48.23060772,62.77206451,54.41336455,36.1816026,38.19325466,40.70356327,68.21530211,40.24621162,46.11743346,24.18856059,36.09417284,35.57622359,6.539833543,66.29826739,41.33438579,33.75984333,31.96133354,65.92043896,46.41788795,46.33819084,23.07836116,43.72856224,37.95343123,55.67840191,46.45318605,36.03545485,47.4657249,50.55738991,2.318372336,0.95529095,17.48275554,7.191922536,28.39362369,92.6895635,26.307787,0.95529095,4.676256988,27.96077133,26.51659356,72.6051154,50.73452539,0.600681935,0.085981308,0.011214953,0.007476636,0.013084112,0.039252336,0.007476636,0.003738318,0.024299065,0.011214953,0.143925234,0.003738318,0.037383178,0.011214953,0.116199063,0.176997449,0.060798387,0.267453586,0.732546414,0.02965775,0.132570141,0,0.001082508,0.010380212,0.02965775,0.00593155,0.014828875,0,0.0237262,0,0.007414437,0,0,0.02965775
ABQWMANK4AR63,0b14b492-809b-4575-aa4a-fbbc2a8b9af2,en,v1.0.0,521,22.65217391,23,0.24184261,0,0,0,0,0.017188189,39.09339006,43.65312681,36.09261469,37.0284857,45.38034125,43.83092847,26.24385304,54.86205609,54.54574923,63.30564681,33.88438234,46.72694447,53.83199572,74.99557808,34.2981348,25.25648625,36.14798141,49.0811965,27.5798642,38.23131652,46.50505561,42.4236704,28.55290596,44.03066539,50.71227007,47.86335103,51.47572355,38.67955265,44.71234317,49.80747942,64.42952021,37.575347,35.55142718,58.85614199,35.93621228,0.484592061,22.68604605,1.017244092,22.10543739,15.9842519,90.68503235,33.77993301,22.68604605,4.900931222,2.685591327,51.79177357,31.2412242,0.80990343,0.539207568,0.140115163,0.02303263,0.011516315,0.011516315,0.061420345,0.007677543,0.02303263,0.034548944,0.024952015,0.094049904,0.001919386,0,0.021113244,0.01576158,0.088030835,0.072269255,0.173635488,0.826364512,0.018927662,0.0499002,0,0.003148875,0.003441393,0.001720697,0.022369055,0.012044876,0,0,0.021938881,0.034844105,0.011184527,0.012044876,0
ANM9LSZS7C67V,938318fb-55bf-47b7-bc17-a2a2f4d9ef35,en,v1.0.0,276,13.8,20,0.15942029,0,0,0,0,0.024299065,36.9873068,54.8085804,42.28917053,29.64840909,34.40175329,33.88848303,25.34335275,44.83404893,60.81773877,64.71613224,41.4592096,38.84453511,35.73857952,37.76629858,56.98659258,68.05469288,50.21627674,55.60109191,58.23317822,25.0926693,59.18336389,54.70777941,39.40506295,48.80167728,53.4459463,79.3590006,47.23793331,30.90187858,47.14807218,32.85154289,62.0099099,61.98195854,42.7795184,47.06295163,41.51830555,0.031906132,0.129990347,21.93336081,3.194570885,42.09833409,77.65932966,16.51299266,0.129990347,0.059124959,52.23868245,2.238682446,80.48379863,100,0.764251835,0.123188406,0.057971014,0,0.014492754,0.028985507,0.014492754,0.014492754,0.028985507,0.007246377,0.115942029,0.014492754,0.043478261,0.007246377,0.015897048,0.155651313,0.139754265,0.295405579,0.704594421,0,0.104815699,0,0.002125429,0.069877133,0.011646189,0.023292378,0.023292378,0,0.011646189,0.017469283,0.017469283,0.034938566,0,0
A3VJ27010XUWTF,050ef3b7-9467-4474-a21a-a2b91dfe8b73,en,v1.0.0,605,15.92105263,38,0.160330579,0,0,0,0,0.017887564,54.12204171,63.10742221,56.60940319,61.67562864,45.17472867,49.38209178,48.09259435,41.24977529,54.46491346,41.58621179,29.27536039,25.79535974,41.25309628,54.07956463,54.20751813,55.99186992,39.07580821,64.25051687,49.18669372,33.59075777,71.88071021,36.03415823,33.01719356,28.85122982,56.99238488,36.33788031,38.64824373,25.5628354,60.31277948,47.19977628,53.9691908,84.0818228,62.52133596,45.38382408,65.54867538,0.468365934,0.215392978,36.42028548,19.82951254,81.95432682,46.24048184,21.84014295,0.215392978,61.96515615,66.34527849,22.56062236,91.40815893,93.65897222,0.57381573,0.095867769,0.021487603,0.008264463,0.024793388,0.036363636,0.009917355,0.024793388,0.004958678,0.044628099,0.13553719,0.003305785,0.059504132,0.019834711,0.151851852,0.179202279,0.027350427,0.206552707,0.793447293,0,0.093874644,0,0,0.083760684,0.005698006,0.058404558,0,0,0.007407407,0.008547009,0.011396011,0.011396011,0,0
A29VG90T649CSU,54320e23-f2d1-4d64-8325-193d85456205,en,v1.0.0,708,13.35849057,53,0.233050847,0,0,0,0,0.026806146,58.82747442,46.54963181,50.77688313,95.27659752,44.57935523,68.67990395,45.09697068,58.06936192,73.97558928,73.7941481,65.39048229,38.33435733,47.79748156,62.3735401,52.38033681,44.64970891,29.86230481,50.38039006,61.20420953,49.19533541,69.28027567,37.97324871,40.04136473,33.86918443,77.12457141,28.31041998,33.62009624,31.69379448,61.69759962,54.00199802,75.73647425,29.318471,66.14724764,60.57880242,71.14893812,18.25500983,0.489393082,10.7615842,75.99106182,5.475263138,49.78008003,76.96886655,0.489393082,43.03422402,33.12505173,47.91856327,16.74091012,34.44671587,0.672569757,0.128531073,0.046610169,0.039548023,0.029661017,0.025423729,0.002824859,0.011299435,0.018361582,0.011299435,0.115819209,0.001412429,0.025423729,0.048022599,0.261336434,0.295007708,0.033671274,0.328678981,0.671321019,0,0.134790317,0,0.012426804,0.022096773,0.092838015,0.060634598,0.008417818,0,0.009470046,0.001052227,0.008417818,0.030514592,0,0
A2O421DTA8J0RW,83d11e5e-70d8-40f3-8db8-8ca3477d2e2c,en,v1.0.0,640,15.23809524,42,0.1625,0,0,0,0,0.022807707,43.86231917,46.15403752,27.78619279,62.72680882,49.1015959,46.90315295,33.17492503,46.88326293,76.46145015,50.67215761,27.00957014,29.29383481,44.23203316,56.39435999,41.21077047,34.54571333,42.21542261,64.22588536,25.50033361,33.00293522,63.58333133,38.20562669,24.67852081,44.49885986,48.97364461,39.58383733,51.8580341,33.89627867,51.69435561,55.40287894,66.90377112,75.76187045,39.69720557,47.45489575,45.47336831,0.015902273,0.192052712,36.16373772,2.309029215,71.52906017,92.75667171,3.896685077,0.192052712,68.42761134,58.3422991,51.65935612,0.089863393,56.01443056,0.544807692,0.1265625,0.0234375,0.0015625,0.0421875,0.0625,0.003125,0.0203125,0.01875,0.015625,0.1453125,0.009375,0.059375,0.00625,0.056751495,0.096532558,0.039781063,0.155005078,0.844994922,0.018691457,0.034886017,0,0.013859892,0.013725877,0.024510495,0.017957905,0.005642704,0.001692811,0.004232028,0,0,0.013401422,0,0
A1BK60GZ4QME6I,9c091645-f4cc-4cfe-a6f4-a31e31f52590,en,v1.0.0,824,13.96610169,59,0.253640777,0,0,0,0,0.028555586,42.57150511,40.88406011,33.88646403,66.91948951,35.9296561,44.35613534,34.07634668,57.21598623,72.42157519,57.88367958,26.37763777,53.93000105,67.16978905,46.61594029,44.33984344,38.45514545,38.43363967,56.45954632,39.21522575,40.29603853,59.45157162,37.23936803,30.02013513,45.24531684,29.60095711,40.13767222,51.61773898,29.79889068,44.07582675,42.88852068,59.37186992,30.41888014,43.05559792,41.43974156,45.26849034,0.064016086,0.145478177,30.00871294,1.017959116,7.913623369,56.7700446,15.85958952,0.145478177,39.12919474,88.12794836,59.83613341,55.32863796,77.89241993,0.709503563,0.128640777,0.033980583,0.01092233,0.031553398,0.031553398,0.02184466,0.016990291,0.033980583,0.025485437,0.09223301,0,0.053398058,0.003640777,0.073975745,0.114330013,0.040354268,0.178047278,0.821952722,0.033982541,0.06548011,0,0.006371727,0.01747977,0.028672769,0.011108043,0.014867362,0.002123909,0,0.018265616,0.005522163,0.018053225,0.029734724,0
A25QBCHO0KFT0P,2f02e3c0-b142-44aa-99e3-c950ee5c6633,en,v1.0.0,629,15.725,40,0.149443561,0,0,0,0,0.025989604,51.35635857,53.38293024,37.53381929,83.91193977,37.72166812,56.97899105,46.95588899,45.48472498,58.21794783,47.3411092,54.67375,24.72131257,41.65548481,52.0607349,55.47847463,59.78135836,38.98849948,68.16996692,45.41232555,50.18122977,66.2198595,43.09016294,34.15074966,37.65470571,63.60036361,51.64080739,36.20725817,30.09612349,56.52343944,46.58338828,71.12498963,49.73769017,54.97727746,56.09261777,59.69421674,21.44883909,0.591715045,13.17651145,77.77042125,2.608195715,51.38491771,81.01822857,0.591715045,21.65310638,50.49656542,3.98079947,11.53215458,96.44426085,0.682285049,0.103338633,0.030206677,0.014308426,0.033386328,0.030206677,0.014308426,0.012718601,0.017488076,0.012718601,0.141494436,0.007949126,0.030206677,0.049284579,0.135048016,0.155194413,0.020146397,0.212947418,0.787052582,0.037606608,0.044725002,0,0,0.029548049,0.061782285,0.018803304,0.020146397,0,0,0.008058559,0.008058559,0.035256195,0,0
ARARUVZ8RUF5T,a58e06d1-dc66-43a4-9365-d40509e5411f,en,v1.0.0,362,15.08333333,24,0.209944751,0,0,0,0,0.022252192,46.10964193,38.32090718,41.32963603,65.75808342,36.08890536,52.04838671,45.43612138,53.65635318,45.97322456,56.81813178,38.25130469,63.00985741,60.0964374,45.07181949,57.66203185,57.03162238,30.54471993,61.92422857,58.91092348,43.30219645,77.70906339,33.81366485,23.69661537,31.92922021,51.78118255,34.31422479,52.03608536,20.51036359,54.80341374,48.37705259,43.13054616,43.49822401,67.36799254,43.20746216,60.68622635,0.136506753,0.434399103,31.78694482,10.25407597,15.51281077,28.72405848,19.50730852,0.434399103,61.96515615,51.91177688,2.565588016,67.96883811,99.33257091,0.645083165,0.093922652,0.022099448,0,0.05801105,0.03038674,0.013812155,0.011049724,0.033149171,0.03038674,0.110497238,0,0.055248619,0.013812155,0.162818798,0.212445518,0.049626721,0.283649074,0.716350926,0.021576835,0.113817805,0,0,0.047469037,0.010788418,0.06572304,0.002157684,0.010788418,0.032365253,0.008630734,0.002157684,0.028049886,0.021576835,0
A3BNMHRW2R35LK,de526bee-6d08-4fe1-b9be-2d2582c28632,en,v1.0.0,288,12,24,0.197916667,0,0,0,0,0.021126761,64.15455768,58.89727717,66.492576,80.63323494,50.81677812,66.00390883,59.96828826,53.32480677,73.4018928,63.21853913,55.6786077,35.29575815,42.78744668,65.11370921,45.41060715,29.792081,35.29434884,41.897702,57.6750503,17.34604023,78.7560629,38.06451971,47.15226624,32.05768012,48.68138353,29.3033727,44.59279702,32.03365452,55.95443863,52.89279316,62.55069027,62.53394724,52.25359943,60.47653184,51.08258029,29.4878549,76.95066833,6.94158027,70.66953571,20.29383259,92.31209292,55.61533162,76.95066833,1.230688278,42.48944798,91.85218903,99.55503866,0.573362828,0.629538507,0.083333333,0.013888889,0,0.045138889,0.0625,0,0.003472222,0.003472222,0.010416667,0.107638889,0.006944444,0.017361111,0.045138889,0.151489398,0.216759444,0.065270046,0.282029491,0.717970509,0,0.146857604,0,0.032363065,0,0.035363107,0.032906982,0.027195853,0,0,0,0,0.010878341,0,0
A3TMBYDFP1B9DM,68b91e61-0c4f-44a7-98a9-bbafa1163c25,en,v1.0.0,943,18.13461538,52,0.161187699,0,0,0,0,0.033816425,50.44662241,63.9803144,37.82252863,75.97151384,39.83592567,54.22436018,38.33325253,45.68580333,50.11891335,56.39511651,38.3063538,33.47554543,42.69425921,54.42714531,58.34786693,58.81739684,32.3254197,66.81488666,55.70133063,57.24199627,71.27441241,36.27690382,21.36145076,34.32678862,56.45075995,39.14135998,54.2010725,25.08835264,58.63850148,46.80658161,62.48223366,62.43755865,65.23396909,41.22221963,59.40382018,1.004840665,3.732463936,66.91280224,11.96722668,70.05520182,51.87566173,13.22965161,3.732463936,69.15460963,50.69105355,3.786311347,57.32720136,96.84108859,0.612111918,0.098621421,0.015906681,0.006362672,0.037115589,0.033934252,0.007423118,0.012725345,0.031813362,0.037115589,0.099681866,0.006362672,0.083775186,0.014846235,0.172797881,0.201654869,0.028856988,0.243955515,0.756044485,0.022904965,0.109673757,0,0.000627887,0.051607132,0.020857883,0.050316954,0.005633779,0.003440475,0.010321426,0.009461308,0,0.01548214,0,0
